id_colaborador,nome,sexo_biologico,idade,cargo,nota_desempenho,remuneracao
EST006109,Vinicius Albuquerque,Masculino,41,Estoquista,Bom,3614.66
EST006110,Maria Júlia da Rosa,Feminino,31,Estoquista,Insuficiente,2798.8
EST006111,Emilly da Cunha,Feminino,28,Estoquista,Regular,4124.49
EST006112,Igor Santos,Masculino,36,Estoquista,Excelente,4153.39
EST006113,Laura Sampaio,Feminino,21,Estoquista,Bom,3615.12
EST006114,Arthur Novaes,Masculino,37,Estoquista,Bom,3473.7
EST006115,Luan Borges,Masculino,31,Estoquista,Excelente,4240.34
EST006116,Mariane da Rocha,Feminino,26,Estoquista,Bom,3148.03
EST006117,Maria Laura Ferreira,Feminino,27,Estoquista,Excelente,2457.36
EST006118,Melina Freitas,Feminino,28,Estoquista,Bom,4964.05
EST006119,Paulo da Paz,Masculino,46,Estoquista,Regular,4599.14
EST006120,Laura Lopes,Feminino,29,Estoquista,Excelente,3027.91
EST006121,Matheus da Cunha,Masculino,47,Estoquista,Excelente,4687.49
EST006122,Vinícius Rodrigues,Masculino,52,Estoquista,Excelente,2579.02
EST006123,João Gabriel Brito,Masculino,46,Estoquista,Insuficiente,3426.19
EST006124,Maria Liz Abreu,Feminino,35,Estoquista,Regular,2055.01
EST006125,Bárbara Ribeiro,Feminino,33,Estoquista,Excelente,3559.36
EST006126,Nicole Rios,Feminino,39,Estoquista,Bom,4192.57
EST006127,Pietro Cunha,Masculino,38,Estoquista,Excelente,3587.1
EST006128,Henrique Ramos,Masculino,47,Estoquista,Bom,5081.2
EST006129,Luiz Felipe Castro,Masculino,43,Estoquista,Bom,4457.99
EST006130,Arthur Porto,Masculino,33,Estoquista,Insuficiente,3796.23
EST006131,Theo Alves,Masculino,46,Estoquista,Excelente,4251.34
EST006132,Valentina Vargas,Feminino,31,Estoquista,Bom,3194.22
EST006133,Mathias da Cruz,Masculino,36,Estoquista,Regular,4512.04
EST006134,André Moreira,Masculino,32,Estoquista,Insuficiente,2478.17
EST006135,José Fernandes,Masculino,39,Estoquista,Bom,5196.78
EST006136,Yago Cunha,Masculino,47,Estoquista,Regular,2933.66
EST006137,Otto Freitas,Masculino,46,Estoquista,Excelente,3889.79
EST006138,Heloisa Guerra,Feminino,34,Estoquista,Bom,2153.9
EST006139,Vitória da Mata,Feminino,36,Estoquista,Insuficiente,2996.66
EST006140,Maria Vitória Almeida,Feminino,43,Estoquista,Insuficiente,4551.15
EST006141,Vinícius Nogueira,Masculino,36,Estoquista,Regular,3452.37
EST006142,Bruno da Mata,Masculino,26,Estoquista,Bom,3665.61
EST006143,Otto Barbosa,Masculino,50,Estoquista,Insuficiente,2446.02
EST006144,Sophia Pinto,Feminino,25,Estoquista,Excelente,3464.26
EST006145,Luana Lopes,Feminino,23,Estoquista,Excelente,3579.9
EST006146,Dom Castro,Masculino,19,Estoquista,Regular,2795.55
EST006147,João Felipe Moraes,Masculino,43,Estoquista,Excelente,4409.39
EST006148,Théo Cavalcanti,Masculino,21,Estoquista,Insuficiente,2224.29
EST006149,Laís Farias,Feminino,22,Estoquista,Bom,2986.15
EST006150,Vitória Rios,Feminino,36,Estoquista,Bom,2298.43
EST006151,Giovanna Moura,Feminino,37,Estoquista,Regular,2830.8
EST006152,Luiz Otávio Pereira,Masculino,30,Estoquista,Regular,4094.85
EST006153,Pedro Henrique Vasconcelos,Masculino,36,Estoquista,Bom,3004.08
EST006154,Davi Lucca Martins,Masculino,28,Estoquista,Excelente,2769.14
EST006155,Thomas Barbosa,Masculino,32,Estoquista,Regular,2344.64
EST006156,Renan Fogaça,Masculino,40,Estoquista,Excelente,2730.5
EST006157,Maria Helena Pastor,Feminino,25,Estoquista,Excelente,4213.51
EST006158,Fernanda Sales,Feminino,28,Estoquista,Bom,2547.77
EST006159,João Lucas da Mata,Masculino,22,Estoquista,Excelente,3586.11
EST006160,Eloá da Mata,Feminino,41,Estoquista,Insuficiente,3705.24
EST006161,Fernando da Mota,Masculino,42,Estoquista,Bom,5146.89
EST006162,Francisco Carvalho,Masculino,45,Estoquista,Insuficiente,4175.44
EST006163,Leandro Pinto,Masculino,50,Estoquista,Excelente,5537.39
EST006164,Luiz Felipe Sousa,Masculino,29,Estoquista,Insuficiente,2901.29
EST006165,Davi Miguel Campos,Masculino,33,Estoquista,Excelente,4344.37
EST006166,José Viana,Masculino,18,Estoquista,Excelente,4813.81
EST006167,Yuri Almeida,Masculino,65,Estoquista,Excelente,4744.6
EST006168,Alícia Pinto,Feminino,29,Estoquista,Bom,2097.88
EST006169,Apollo Novais,Masculino,47,Estoquista,Excelente,5449.67
EST006170,Rafael Castro,Masculino,25,Estoquista,Bom,2628.11
EST006171,Matheus Garcia,Masculino,47,Estoquista,Excelente,4200.99
EST006172,Maria Luiza Nunes,Feminino,49,Estoquista,Excelente,3132.46
EST006173,Dom da Luz,Masculino,36,Estoquista,Bom,4373.94
EST006174,Nina Carvalho,Feminino,20,Estoquista,Excelente,2998.16
EST006175,Yago Aragão,Masculino,36,Estoquista,Regular,3088.97
EST006176,Arthur Jesus,Masculino,18,Estoquista,Bom,2381.5
EST006177,Lorena Rodrigues,Feminino,30,Estoquista,Insuficiente,2311.15
EST006178,João Lucas Caldeira,Masculino,45,Estoquista,Bom,4517.67
EST006179,Luigi da Costa,Masculino,37,Estoquista,Insuficiente,3439.68
EST006180,Levi Cirino,Masculino,34,Estoquista,Bom,4080.14
EST006181,Esther Garcia,Feminino,35,Estoquista,Insuficiente,2389.79
EST006182,Nicolas Casa Grande,Masculino,43,Estoquista,Excelente,4750.86
EST006183,Igor Vieira,Masculino,20,Estoquista,Regular,3305.88
EST006184,Rafaela da Costa,Feminino,31,Estoquista,Insuficiente,2917.79
EST006185,Miguel Carvalho,Masculino,61,Estoquista,Excelente,4367.45
EST006186,Melina Costela,Feminino,18,Estoquista,Bom,4366.19
EST006187,Maria Júlia Ribeiro,Feminino,29,Estoquista,Insuficiente,2219.61
EST006188,Luiz Miguel Albuquerque,Masculino,56,Estoquista,Bom,2482.0
EST006189,Luiz Miguel Souza,Masculino,48,Estoquista,Excelente,3967.68
EST006190,Pedro Miguel Aparecida,Masculino,32,Estoquista,Regular,2998.05
EST006191,Julia da Luz,Feminino,32,Estoquista,Excelente,5000.71
EST006192,Luara Novaes,Feminino,30,Estoquista,Insuficiente,3407.54
EST006193,Clara Duarte,Feminino,23,Estoquista,Excelente,3926.75
EST006194,Ísis Moreira,Feminino,29,Estoquista,Excelente,4384.91
EST006195,Isis Costa,Feminino,27,Estoquista,Excelente,4260.74
EST006196,Enzo Gabriel Carvalho,Masculino,38,Estoquista,Bom,2695.44
EST006197,Rodrigo Silva,Masculino,30,Estoquista,Insuficiente,3782.38
EST006198,Isadora Machado,Feminino,18,Estoquista,Excelente,3686.8
EST006199,Rafael Costela,Masculino,37,Estoquista,Excelente,3217.6
EST006200,Yan Vargas,Masculino,54,Estoquista,Bom,4174.93
EST006201,Larissa Siqueira,Feminino,31,Estoquista,Insuficiente,2120.69
EST006202,Antônio Cirino,Masculino,34,Estoquista,Bom,3846.91
EST006203,Ana Júlia Peixoto,Feminino,38,Estoquista,Excelente,3123.61
EST006204,Camila Marques,Feminino,28,Estoquista,Bom,2210.38
EST006205,Eduardo Peixoto,Masculino,56,Estoquista,Excelente,4784.57
EST006206,Elisa da Paz,Feminino,30,Estoquista,Bom,3266.88
EST006207,Francisco Araújo,Masculino,44,Estoquista,Excelente,4716.29
EST006208,Francisco Moreira,Masculino,29,Estoquista,Insuficiente,4747.27
EST006209,Bruno Câmara,Masculino,42,Estoquista,Insuficiente,3452.59
EST006210,Alexandre Pastor,Masculino,40,Estoquista,Regular,3567.06
EST006211,Bernardo Ferreira,Masculino,36,Estoquista,Bom,3869.99
EST006212,Renan Campos,Masculino,32,Estoquista,Bom,2463.96
EST006213,Ryan Caldeira,Masculino,31,Estoquista,Excelente,5386.13
EST006214,Josué Cavalcanti,Masculino,40,Estoquista,Regular,4203.81
EST006215,Brenda da Paz,Feminino,36,Estoquista,Bom,3734.36
EST006216,Letícia Moraes,Feminino,29,Estoquista,Insuficiente,4637.6
EST006217,Leonardo Machado,Masculino,40,Estoquista,Excelente,4868.14
EST006218,Ravy Moreira,Masculino,37,Estoquista,Regular,3943.55
EST006219,Ryan Vieira,Masculino,38,Estoquista,Regular,3590.85
EST006220,Davi Lucca Montenegro,Masculino,35,Estoquista,Excelente,5610.59
EST006221,Laís Dias,Feminino,30,Estoquista,Regular,4342.54
EST006222,Bruna Novaes,Feminino,57,Estoquista,Insuficiente,2932.22
EST006223,Marcelo Caldeira,Masculino,40,Estoquista,Insuficiente,3619.5
EST006224,Ravi Nunes,Masculino,43,Estoquista,Regular,2963.33
EST006225,Dom Porto,Masculino,41,Estoquista,Excelente,3898.36
EST006226,Maria Isis Camargo,Feminino,27,Estoquista,Insuficiente,2513.43
EST006227,Murilo Sales,Masculino,50,Estoquista,Regular,4359.55
EST006228,Ana Carolina Freitas,Feminino,27,Estoquista,Excelente,2329.21
EST006229,Isabelly Siqueira,Feminino,41,Estoquista,Excelente,2310.92
EST006230,Pedro Miguel Rezende,Masculino,34,Estoquista,Excelente,4298.12
EST006231,Maria Luísa Ribeiro,Feminino,20,Estoquista,Excelente,4475.77
EST006232,Cecilia Pastor,Feminino,34,Estoquista,Regular,3277.16
EST006233,Ana da Paz,Feminino,19,Estoquista,Excelente,4333.74
EST006234,Ravi Lucca Cunha,Masculino,42,Estoquista,Excelente,3517.34
EST006235,Otto Caldeira,Masculino,25,Estoquista,Bom,2975.97
EST006236,Luna Araújo,Feminino,27,Estoquista,Bom,2457.94
EST006237,Isabella Montenegro,Feminino,18,Estoquista,Excelente,3634.73
EST006238,Rafaela da Cunha,Feminino,58,Estoquista,Excelente,4033.35
EST006239,Ana Julia Campos,Feminino,18,Estoquista,Excelente,5017.54
EST006240,Agatha Cassiano,Feminino,30,Estoquista,Regular,3297.93
EST006241,Evelyn da Mota,Feminino,41,Estoquista,Excelente,4029.95
EST006242,Davi Luiz Correia,Masculino,47,Estoquista,Bom,4028.77
EST006243,Cauã Cunha,Masculino,46,Estoquista,Excelente,5318.26
EST006244,Alícia Macedo,Feminino,27,Estoquista,Excelente,4454.54
EST006245,Heloisa Teixeira,Feminino,44,Estoquista,Bom,2284.62
EST006246,Cecília Marques,Feminino,39,Estoquista,Excelente,3183.19
EST006247,Arthur Gabriel Garcia,Masculino,39,Estoquista,Excelente,3892.62
EST006248,Eloá Marques,Feminino,32,Estoquista,Excelente,4617.24
EST006249,Manuela Novaes,Feminino,27,Estoquista,Excelente,2951.72
EST006250,Gael Brito,Masculino,28,Estoquista,Regular,2764.96
EST006251,Luiz Henrique Farias,Masculino,49,Estoquista,Excelente,3078.38
EST006252,Thiago Gomes,Masculino,50,Estoquista,Insuficiente,2730.35
EST006253,Pedro Henrique Nascimento,Masculino,28,Estoquista,Insuficiente,2163.45
EST006254,Erick da Cunha,Masculino,35,Estoquista,Regular,4347.24
EST006255,Theodoro da Paz,Masculino,36,Estoquista,Excelente,3733.45
EST006256,Enzo Ribeiro,Masculino,37,Estoquista,Insuficiente,2182.02
EST006257,Ana Sophia Cavalcanti,Feminino,31,Estoquista,Excelente,3290.81
EST006258,Letícia Alves,Feminino,39,Estoquista,Excelente,3689.13
EST006259,Fernanda Araújo,Feminino,23,Estoquista,Excelente,3778.14
EST006260,Rhavi Aparecida,Masculino,29,Estoquista,Insuficiente,2687.89
EST006261,Vicente Marques,Masculino,49,Estoquista,Excelente,3377.29
EST006262,Jade Leão,Feminino,25,Estoquista,Insuficiente,3687.94
EST006263,Anthony Gabriel Fogaça,Masculino,24,Estoquista,Excelente,5115.94
EST006264,Milena Cunha,Feminino,25,Estoquista,Insuficiente,3481.91
EST006265,Maria Eduarda Ferreira,Feminino,27,Estoquista,Insuficiente,2976.06
EST006266,Léo Sampaio,Masculino,53,Estoquista,Insuficiente,2997.06
EST006267,Ana Carolina Barros,Feminino,39,Estoquista,Bom,2836.61
EST006268,Carlos Eduardo da Paz,Masculino,48,Estoquista,Insuficiente,4482.47
EST006269,Yago da Cruz,Masculino,45,Estoquista,Insuficiente,2542.66
EST006270,Joana Cirino,Feminino,39,Estoquista,Excelente,3213.41
EST006271,Vitor Gabriel Guerra,Masculino,30,Estoquista,Bom,3161.11
EST006272,Nina Sampaio,Feminino,28,Estoquista,Regular,3088.33
EST006273,Dante Sampaio,Masculino,27,Estoquista,Excelente,5496.83
EST006274,Fernando Mendes,Masculino,35,Estoquista,Regular,3469.59
EST006275,Nina Aragão,Feminino,37,Estoquista,Excelente,2600.36
EST006276,Maria Julia das Neves,Feminino,31,Estoquista,Bom,2651.86
EST006277,Thiago Moura,Masculino,50,Estoquista,Excelente,3361.4
EST006278,Pedro Lucas Pacheco,Masculino,26,Estoquista,Excelente,2840.87
EST006279,Bella Alves,Feminino,35,Estoquista,Excelente,4349.55
EST006280,Pedro Melo,Masculino,25,Estoquista,Insuficiente,3231.46
EST006281,Giovanna Silva,Feminino,31,Estoquista,Excelente,4348.72
EST006282,Laura Nogueira,Feminino,37,Estoquista,Insuficiente,2401.03
EST006283,Luísa Souza,Feminino,28,Estoquista,Regular,3673.76
EST006284,Luna Ribeiro,Feminino,36,Estoquista,Bom,3874.13
EST006285,Josué Dias,Masculino,27,Estoquista,Excelente,5228.54
EST006286,Giovanna Nogueira,Feminino,18,Estoquista,Excelente,2630.97
EST006287,Nicole Vargas,Feminino,36,Estoquista,Bom,2248.32
EST006288,Alexandre Cavalcanti,Masculino,54,Estoquista,Excelente,4921.92
EST006289,Lívia Sampaio,Feminino,20,Estoquista,Bom,4427.3
EST006290,Gael Souza,Masculino,49,Estoquista,Insuficiente,3605.46
EST006291,Josué Campos,Masculino,37,Estoquista,Excelente,3405.13
EST006292,Enzo Moreira,Masculino,24,Estoquista,Bom,4812.79
EST006293,Olívia Caldeira,Feminino,19,Estoquista,Insuficiente,4150.73
EST006294,Antony Peixoto,Masculino,37,Estoquista,Insuficiente,3047.85
EST006295,Daniela Camargo,Feminino,26,Estoquista,Insuficiente,3987.51
EST006296,Stephany Sá,Feminino,18,Estoquista,Insuficiente,4217.73
EST006297,Renan Gonçalves,Masculino,20,Estoquista,Excelente,3869.01
EST006298,Apollo Costa,Masculino,29,Estoquista,Insuficiente,4007.48
EST006299,Mirella Costa,Feminino,32,Estoquista,Insuficiente,3692.1
EST006300,Rael Peixoto,Masculino,37,Estoquista,Bom,5116.55
EST006301,Manuela Cunha,Feminino,25,Estoquista,Bom,4846.32
EST006302,Enzo Melo,Masculino,39,Estoquista,Bom,3962.57
EST006303,Vitor Sampaio,Masculino,47,Estoquista,Excelente,4235.9
EST006304,Antonella Jesus,Feminino,34,Estoquista,Excelente,3623.01
EST006305,Cauã Ramos,Masculino,36,Estoquista,Bom,3005.82
EST006306,João Almeida,Masculino,46,Estoquista,Bom,2592.48
EST006307,Bernardo Cirino,Masculino,27,Estoquista,Bom,5075.05
EST006308,Bruno Almeida,Masculino,35,Estoquista,Excelente,3127.56
EST006309,Murilo Cirino,Masculino,35,Estoquista,Regular,4445.3
EST006310,Lara da Mota,Feminino,18,Estoquista,Excelente,2794.19
EST006311,Ryan Sales,Masculino,33,Estoquista,Excelente,5004.95
EST006312,Caio das Neves,Masculino,18,Estoquista,Bom,5042.33
EST006313,Maya Casa Grande,Feminino,49,Estoquista,Bom,4861.14
EST006314,Benjamin Ferreira,Masculino,28,Estoquista,Excelente,3843.17
EST006315,Gael Henrique Cassiano,Masculino,53,Estoquista,Bom,4224.61
EST006316,Gabriela Casa Grande,Feminino,30,Estoquista,Regular,4317.6
EST006317,Evelyn da Rosa,Feminino,36,Estoquista,Bom,4722.83
EST006318,Alice Peixoto,Feminino,25,Estoquista,Bom,4514.2
EST006319,Maria Clara Fernandes,Feminino,32,Estoquista,Excelente,3827.26
EST006320,Noah Câmara,Masculino,44,Estoquista,Bom,2579.02
EST006321,Alícia Leão,Feminino,37,Estoquista,Insuficiente,2877.17
EST006322,Luiz Miguel Aragão,Masculino,45,Estoquista,Bom,3713.71
EST006323,Vitor Correia,Masculino,33,Estoquista,Insuficiente,4205.21
EST006324,Gustavo Henrique Freitas,Masculino,32,Estoquista,Bom,3330.1
EST006325,Cauê Lima,Masculino,21,Estoquista,Regular,3429.53
EST006326,Erick Costela,Masculino,42,Estoquista,Insuficiente,4676.82
EST006327,Aylla Pacheco,Feminino,41,Estoquista,Regular,4227.55
EST006328,Benicio Fernandes,Masculino,53,Estoquista,Insuficiente,4411.34
EST006329,Carlos Eduardo Pinto,Masculino,40,Estoquista,Bom,5257.55
EST006330,Marcelo Guerra,Masculino,29,Estoquista,Insuficiente,4771.9
EST006331,Joaquim da Luz,Masculino,20,Estoquista,Bom,4792.25
EST006332,Alana Duarte,Feminino,40,Estoquista,Insuficiente,3645.87
EST006333,Davi Lucca Azevedo,Masculino,19,Estoquista,Excelente,4561.03
EST006334,Vitor Hugo Cardoso,Masculino,34,Estoquista,Regular,4286.47
EST006335,Joaquim Ramos,Masculino,35,Estoquista,Insuficiente,2913.12
EST006336,Manuella da Rosa,Feminino,29,Estoquista,Excelente,3036.87
EST006337,Arthur Gabriel Campos,Masculino,37,Estoquista,Regular,4125.03
EST006338,Felipe Sá,Masculino,38,Estoquista,Insuficiente,2945.61
EST006339,Benício das Neves,Masculino,18,Estoquista,Excelente,4240.28
EST006340,João Miguel Fogaça,Masculino,37,Estoquista,Bom,4983.47
EST006341,Danilo Vieira,Masculino,18,Estoquista,Bom,3157.96
EST006342,Rafaela Almeida,Feminino,37,Estoquista,Bom,4803.15
EST006343,Sabrina Nunes,Feminino,24,Estoquista,Excelente,2617.63
EST006344,Mariane Alves,Feminino,18,Estoquista,Excelente,3313.06
EST006345,Cauã da Rosa,Masculino,29,Estoquista,Excelente,5175.74
EST006346,João Pedro Rodrigues,Masculino,31,Estoquista,Excelente,4831.25
EST006347,Igor da Mata,Masculino,49,Estoquista,Excelente,5308.35
EST006348,Maya Câmara,Feminino,32,Estoquista,Regular,3686.13
EST006349,Maria Julia Alves,Feminino,33,Estoquista,Bom,2839.73
EST006350,Lívia Pimenta,Feminino,42,Estoquista,Regular,3773.94
EST006351,Valentim Carvalho,Masculino,36,Estoquista,Excelente,5477.39
EST006352,Ryan Novaes,Masculino,45,Estoquista,Bom,4200.0
EST006353,Mathias Campos,Masculino,44,Estoquista,Excelente,5155.5
EST006354,Ana Beatriz Cunha,Feminino,18,Estoquista,Insuficiente,3615.23
EST006355,Kamilly Nunes,Feminino,45,Estoquista,Regular,4136.97
EST006356,Maria Sophia Martins,Feminino,18,Estoquista,Insuficiente,3536.18
EST006357,Paulo da Costa,Masculino,46,Estoquista,Excelente,2922.47
EST006358,João Lucas Câmara,Masculino,22,Estoquista,Regular,3449.24
EST006359,Ágatha Castro,Feminino,36,Estoquista,Bom,3025.66
EST006360,Ana Laura Leão,Feminino,49,Estoquista,Insuficiente,4111.47
EST006361,André Pacheco,Masculino,35,Estoquista,Bom,3312.84
EST006362,Pietro da Mata,Masculino,34,Estoquista,Bom,3792.1
EST006363,Augusto Nunes,Masculino,43,Estoquista,Excelente,4886.28
EST006364,Diogo Barros,Masculino,34,Estoquista,Regular,2278.15
EST006365,Mateus da Mata,Masculino,55,Estoquista,Excelente,4211.33
EST006366,Nicole da Mota,Feminino,32,Estoquista,Excelente,3613.95
EST006367,Pedro Miguel da Luz,Masculino,34,Estoquista,Excelente,4241.27
EST006368,Breno Nunes,Masculino,32,Estoquista,Insuficiente,2505.8
EST006369,Enzo Gabriel Camargo,Masculino,28,Estoquista,Excelente,3697.99
EST006370,Ana Sophia Macedo,Feminino,24,Estoquista,Insuficiente,3669.41
EST006371,Bianca Monteiro,Feminino,26,Estoquista,Insuficiente,4369.79
EST006372,Lucca Machado,Masculino,32,Estoquista,Insuficiente,2204.39
EST006373,Manuella Casa Grande,Feminino,23,Estoquista,Insuficiente,1944.9
EST006374,Amanda Dias,Feminino,51,Estoquista,Insuficiente,3217.74
EST006375,João Felipe Gomes,Masculino,27,Estoquista,Excelente,5216.32
EST006376,Antony Guerra,Masculino,38,Estoquista,Excelente,3094.05
EST006377,Agatha Rodrigues,Feminino,36,Estoquista,Bom,3060.79
EST006378,Fernanda Almeida,Feminino,36,Estoquista,Bom,4621.25
EST006379,Ana Sophia Azevedo,Feminino,29,Estoquista,Excelente,4536.94
EST006380,Maria Eduarda Alves,Feminino,28,Estoquista,Regular,3476.54
EST006381,Maria Eduarda Nogueira,Feminino,35,Estoquista,Bom,3195.96
EST006382,João Lucas Castro,Masculino,40,Estoquista,Insuficiente,4523.89
EST006383,Kaique Costela,Masculino,34,Estoquista,Bom,2335.81
EST006384,Théo Pereira,Masculino,21,Estoquista,Bom,4155.88
EST006385,Davi Lucas Duarte,Masculino,32,Estoquista,Bom,3457.55
EST006386,Luara Vargas,Feminino,19,Estoquista,Bom,4022.28
EST006387,Clara da Rocha,Feminino,23,Estoquista,Insuficiente,2570.45
EST006388,Ana Liz Rios,Feminino,30,Estoquista,Excelente,5063.45
EST006389,Francisco Porto,Masculino,41,Estoquista,Bom,3018.6
EST006390,Lavínia Vasconcelos,Feminino,48,Estoquista,Regular,2326.42
EST006391,Breno Vargas,Masculino,32,Estoquista,Bom,3535.31
EST006392,Henry Gabriel Souza,Masculino,45,Estoquista,Excelente,4909.35
EST006393,Luana Santos,Feminino,33,Estoquista,Excelente,3836.9
EST006394,Laís Pereira,Feminino,43,Estoquista,Excelente,4279.72
EST006395,Rafaela Novais,Feminino,36,Estoquista,Excelente,4289.9
EST006396,Benjamin Viana,Masculino,27,Estoquista,Insuficiente,4434.1
EST006397,José Pedro Monteiro,Masculino,20,Estoquista,Bom,2685.39
EST006398,Bruno Teixeira,Masculino,40,Estoquista,Excelente,3412.41
EST006399,Yan Sampaio,Masculino,32,Estoquista,Bom,5137.6
EST006400,Ísis Sá,Feminino,20,Estoquista,Excelente,3823.63
EST006401,Ester da Cruz,Feminino,18,Estoquista,Insuficiente,3672.4
EST006402,Beatriz Castro,Feminino,32,Estoquista,Bom,3050.69
EST006403,Arthur Gabriel Melo,Masculino,52,Estoquista,Insuficiente,4383.53
EST006404,Raquel Vargas,Feminino,26,Estoquista,Excelente,4639.68
EST006405,Vitor Cavalcante,Masculino,43,Estoquista,Insuficiente,3754.71
EST006406,Luiza Silveira,Feminino,29,Estoquista,Excelente,5088.89
EST006407,Benicio Marques,Masculino,24,Estoquista,Excelente,4437.97
EST006408,Luiz Felipe Pinto,Masculino,44,Estoquista,Excelente,2597.34
EST006409,Lucca da Cruz,Masculino,26,Estoquista,Bom,2691.91
EST006410,Pietra Caldeira,Feminino,30,Estoquista,Excelente,3504.68
EST006411,Yan Lima,Masculino,34,Estoquista,Bom,4481.55
EST006412,Henry Gabriel Moreira,Masculino,46,Estoquista,Insuficiente,4868.76
EST006413,Alana Araújo,Feminino,19,Estoquista,Excelente,2403.06
EST006414,João Guilherme Brito,Masculino,41,Estoquista,Excelente,2951.39
EST006415,João Guilherme Casa Grande,Masculino,29,Estoquista,Insuficiente,2222.38
EST006416,Danilo Martins,Masculino,32,Estoquista,Bom,3065.18
EST006417,Otto Cassiano,Masculino,18,Estoquista,Insuficiente,2808.39
EST006418,Isabella Sousa,Feminino,51,Estoquista,Bom,3333.91
EST006419,Giovanna Guerra,Feminino,36,Estoquista,Bom,3383.25
EST006420,Gael Henrique Novaes,Masculino,29,Estoquista,Excelente,4865.52
EST006421,Cecília Camargo,Feminino,19,Estoquista,Insuficiente,4090.58
EST006422,Ravy Oliveira,Masculino,32,Estoquista,Insuficiente,3218.3
EST006423,André Cirino,Masculino,44,Estoquista,Insuficiente,4120.11
EST006424,Cauã Barbosa,Masculino,18,Estoquista,Bom,4545.38
EST006425,Carlos Eduardo Fonseca,Masculino,36,Estoquista,Insuficiente,2698.75
EST006426,José Nogueira,Masculino,55,Estoquista,Bom,4865.7
EST006427,Luara Sales,Feminino,19,Estoquista,Bom,3463.97
EST006428,Joana Aragão,Feminino,31,Estoquista,Insuficiente,3605.02
EST006429,Yan Sá,Masculino,59,Estoquista,Excelente,4227.6
EST006430,Manuella Mendonça,Feminino,36,Estoquista,Excelente,2893.89
EST006431,Maria Luísa da Costa,Feminino,31,Estoquista,Excelente,3366.37
EST006432,Sarah da Cruz,Feminino,35,Estoquista,Regular,4257.9
EST006433,Melissa Gonçalves,Feminino,26,Estoquista,Bom,2626.17
EST006434,José Rezende,Masculino,50,Estoquista,Bom,3413.63
EST006435,Maysa Nascimento,Feminino,26,Estoquista,Insuficiente,3328.42
EST006436,Yasmin Sales,Feminino,18,Estoquista,Bom,3782.63
EST006437,Olívia Novaes,Feminino,26,Estoquista,Excelente,4044.9
EST006438,Augusto Leão,Masculino,27,Estoquista,Bom,3237.53
EST006439,Henry Alves,Masculino,34,Estoquista,Insuficiente,4288.71
EST006440,Vicente Cardoso,Masculino,34,Estoquista,Excelente,4063.01
EST006441,Felipe Novaes,Masculino,49,Estoquista,Bom,4650.03
EST006442,Ryan Pastor,Masculino,44,Estoquista,Excelente,4705.64
EST006443,Ana Carolina Santos,Feminino,33,Estoquista,Bom,4605.27
EST006444,Josué Porto,Masculino,37,Estoquista,Excelente,3284.38
EST006445,Giovanna Campos,Feminino,19,Estoquista,Excelente,3808.63
EST006446,Matheus da Mota,Masculino,18,Estoquista,Bom,4320.37
EST006447,Heloisa Mendes,Feminino,31,Estoquista,Insuficiente,3214.86
EST006448,Juan Sá,Masculino,45,Estoquista,Regular,3686.38
EST006449,Davi Lima,Masculino,36,Estoquista,Insuficiente,3363.63
EST006450,Zoe Camargo,Feminino,25,Estoquista,Regular,4211.87
EST006451,Alícia Caldeira,Feminino,35,Estoquista,Excelente,3282.03
EST006452,Jade da Mata,Feminino,29,Estoquista,Excelente,2400.59
EST006453,Igor Cavalcanti,Masculino,54,Estoquista,Insuficiente,3097.54
EST006454,Thiago Macedo,Masculino,49,Estoquista,Bom,3944.27
EST006455,Maria Flor Fernandes,Feminino,40,Estoquista,Insuficiente,3913.8
EST006456,Eduardo Guerra,Masculino,45,Estoquista,Excelente,4047.21
EST006457,Natália Casa Grande,Feminino,18,Estoquista,Excelente,4854.15
EST006458,Nathan Cassiano,Masculino,44,Estoquista,Bom,3841.29
EST006459,Bruno Siqueira,Masculino,41,Estoquista,Excelente,4016.61
EST006460,Juan Monteiro,Masculino,43,Estoquista,Excelente,3701.59
EST006461,Ryan Gonçalves,Masculino,42,Estoquista,Bom,2599.01
EST006462,Emanuella Machado,Feminino,35,Estoquista,Bom,2491.95
EST006463,Gabrielly Barbosa,Feminino,57,Estoquista,Excelente,4690.19
EST006464,Vinícius Monteiro,Masculino,36,Estoquista,Excelente,5514.83
EST006465,Pietra Campos,Feminino,39,Estoquista,Regular,4236.56
EST006466,Gael Henrique Nunes,Masculino,32,Estoquista,Bom,4443.06
EST006467,João Pedro Siqueira,Masculino,45,Estoquista,Bom,2410.19
EST006468,Marcelo Nunes,Masculino,46,Estoquista,Bom,3983.75
EST006469,Ana Beatriz Silveira,Feminino,34,Estoquista,Insuficiente,4527.43
EST006470,Hellena Campos,Feminino,47,Estoquista,Bom,2980.24
EST006471,Milena da Mota,Feminino,21,Estoquista,Insuficiente,3518.95
EST006472,Maria Luiza Marques,Feminino,25,Estoquista,Bom,3394.97
EST006473,Jade Nunes,Feminino,32,Estoquista,Excelente,2709.08
EST006474,Zoe da Cunha,Feminino,39,Estoquista,Bom,2307.45
EST006475,Lara Pinto,Feminino,32,Estoquista,Bom,2833.13
EST006476,Agatha da Conceição,Feminino,43,Estoquista,Bom,4540.07
EST006477,Rael Sá,Masculino,30,Estoquista,Regular,2507.92
EST006478,Pedro Lucas da Cruz,Masculino,26,Estoquista,Excelente,5189.51
